location,target_end_date,target,output_type,output_type_id,oracle_value
54,2022-11-19,wk flu hosp rate,cdf,16,1
54,2022-11-19,wk flu hosp rate,cdf,16.25,1
54,2022-11-19,wk flu hosp rate,cdf,16.5,1
54,2022-11-19,wk flu hosp rate,cdf,16.75,1
54,2022-11-19,wk flu hosp rate,cdf,17,1
54,2022-11-19,wk flu hosp rate,cdf,17.25,1
54,2022-11-19,wk flu hosp rate,cdf,17.5,1
54,2022-11-19,wk flu hosp rate,cdf,17.75,1
54,2022-11-19,wk flu hosp rate,cdf,18,1
54,2022-11-19,wk flu hosp rate,cdf,18.25,1
54,2022-11-19,wk flu hosp rate,cdf,18.5,1
54,2022-11-19,wk flu hosp rate,cdf,18.75,1
54,2022-11-19,wk flu hosp rate,cdf,19,1
54,2022-11-19,wk flu hosp rate,cdf,19.25,1
54,2022-11-19,wk flu hosp rate,cdf,19.5,1
54,2022-11-19,wk flu hosp rate,cdf,19.75,1
54,2022-11-19,wk flu hosp rate,cdf,20,1
54,2022-11-19,wk flu hosp rate,cdf,20.25,1
54,2022-11-19,wk flu hosp rate,cdf,20.5,1
54,2022-11-19,wk flu hosp rate,cdf,20.75,1
54,2022-11-19,wk flu hosp rate,cdf,21,1
54,2022-11-19,wk flu hosp rate,cdf,21.25,1
54,2022-11-19,wk flu hosp rate,cdf,21.5,1
54,2022-11-19,wk flu hosp rate,cdf,21.75,1
54,2022-11-19,wk flu hosp rate,cdf,22,1
54,2022-11-19,wk flu hosp rate,cdf,22.25,1
54,2022-11-19,wk flu hosp rate,cdf,22.5,1
54,2022-11-19,wk flu hosp rate,cdf,22.75,1
54,2022-11-19,wk flu hosp rate,cdf,23,1
54,2022-11-19,wk flu hosp rate,cdf,23.25,1
54,2022-11-19,wk flu hosp rate,cdf,23.5,1
54,2022-11-19,wk flu hosp rate,cdf,23.75,1
54,2022-11-19,wk flu hosp rate,cdf,24,1
54,2022-11-19,wk flu hosp rate,cdf,24.25,1
54,2022-11-19,wk flu hosp rate,cdf,24.5,1
54,2022-11-19,wk flu hosp rate,cdf,24.75,1
54,2022-11-19,wk flu hosp rate,cdf,25,1
55,2022-11-19,wk flu hosp rate,cdf,0.25,0
55,2022-11-19,wk flu hosp rate,cdf,0.5,0
55,2022-11-19,wk flu hosp rate,cdf,0.75,0
55,2022-11-19,wk flu hosp rate,cdf,1,0
55,2022-11-19,wk flu hosp rate,cdf,1.25,0
55,2022-11-19,wk flu hosp rate,cdf,1.5,0
55,2022-11-19,wk flu hosp rate,cdf,1.75,0
55,2022-11-19,wk flu hosp rate,cdf,2,1
55,2022-11-19,wk flu hosp rate,cdf,2.25,1
55,2022-11-19,wk flu hosp rate,cdf,2.5,1
55,2022-11-19,wk flu hosp rate,cdf,2.75,1
55,2022-11-19,wk flu hosp rate,cdf,3,1
55,2022-11-19,wk flu hosp rate,cdf,3.25,1
55,2022-11-19,wk flu hosp rate,cdf,3.5,1
55,2022-11-19,wk flu hosp rate,cdf,3.75,1
55,2022-11-19,wk flu hosp rate,cdf,4,1
55,2022-11-19,wk flu hosp rate,cdf,4.25,1
55,2022-11-19,wk flu hosp rate,cdf,4.5,1
55,2022-11-19,wk flu hosp rate,cdf,4.75,1
55,2022-11-19,wk flu hosp rate,cdf,5,1
55,2022-11-19,wk flu hosp rate,cdf,5.25,1
55,2022-11-19,wk flu hosp rate,cdf,5.5,1
55,2022-11-19,wk flu hosp rate,cdf,5.75,1
55,2022-11-19,wk flu hosp rate,cdf,6,1
55,2022-11-19,wk flu hosp rate,cdf,6.25,1
55,2022-11-19,wk flu hosp rate,cdf,6.5,1
55,2022-11-19,wk flu hosp rate,cdf,6.75,1
55,2022-11-19,wk flu hosp rate,cdf,7,1
55,2022-11-19,wk flu hosp rate,cdf,7.25,1
55,2022-11-19,wk flu hosp rate,cdf,7.5,1
55,2022-11-19,wk flu hosp rate,cdf,7.75,1
55,2022-11-19,wk flu hosp rate,cdf,8,1
55,2022-11-19,wk flu hosp rate,cdf,8.25,1
55,2022-11-19,wk flu hosp rate,cdf,8.5,1
55,2022-11-19,wk flu hosp rate,cdf,8.75,1
55,2022-11-19,wk flu hosp rate,cdf,9,1
55,2022-11-19,wk flu hosp rate,cdf,9.25,1
55,2022-11-19,wk flu hosp rate,cdf,9.5,1
55,2022-11-19,wk flu hosp rate,cdf,9.75,1
55,2022-11-19,wk flu hosp rate,cdf,10,1
55,2022-11-19,wk flu hosp rate,cdf,10.25,1
55,2022-11-19,wk flu hosp rate,cdf,10.5,1
55,2022-11-19,wk flu hosp rate,cdf,10.75,1
55,2022-11-19,wk flu hosp rate,cdf,11,1
55,2022-11-19,wk flu hosp rate,cdf,11.25,1
55,2022-11-19,wk flu hosp rate,cdf,11.5,1
55,2022-11-19,wk flu hosp rate,cdf,11.75,1
55,2022-11-19,wk flu hosp rate,cdf,12,1
55,2022-11-19,wk flu hosp rate,cdf,12.25,1
55,2022-11-19,wk flu hosp rate,cdf,12.5,1
55,2022-11-19,wk flu hosp rate,cdf,12.75,1
55,2022-11-19,wk flu hosp rate,cdf,13,1
55,2022-11-19,wk flu hosp rate,cdf,13.25,1
55,2022-11-19,wk flu hosp rate,cdf,13.5,1
55,2022-11-19,wk flu hosp rate,cdf,13.75,1
55,2022-11-19,wk flu hosp rate,cdf,14,1
55,2022-11-19,wk flu hosp rate,cdf,14.25,1
55,2022-11-19,wk flu hosp rate,cdf,14.5,1
55,2022-11-19,wk flu hosp rate,cdf,14.75,1
55,2022-11-19,wk flu hosp rate,cdf,15,1
55,2022-11-19,wk flu hosp rate,cdf,15.25,1
55,2022-11-19,wk flu hosp rate,cdf,15.5,1
55,2022-11-19,wk flu hosp rate,cdf,15.75,1
55,2022-11-19,wk flu hosp rate,cdf,16,1
55,2022-11-19,wk flu hosp rate,cdf,16.25,1
55,2022-11-19,wk flu hosp rate,cdf,16.5,1
55,2022-11-19,wk flu hosp rate,cdf,16.75,1
55,2022-11-19,wk flu hosp rate,cdf,17,1
55,2022-11-19,wk flu hosp rate,cdf,17.25,1
55,2022-11-19,wk flu hosp rate,cdf,17.5,1
55,2022-11-19,wk flu hosp rate,cdf,17.75,1
55,2022-11-19,wk flu hosp rate,cdf,18,1
55,2022-11-19,wk flu hosp rate,cdf,18.25,1
55,2022-11-19,wk flu hosp rate,cdf,18.5,1
55,2022-11-19,wk flu hosp rate,cdf,18.75,1
55,2022-11-19,wk flu hosp rate,cdf,19,1
55,2022-11-19,wk flu hosp rate,cdf,19.25,1
55,2022-11-19,wk flu hosp rate,cdf,19.5,1
55,2022-11-19,wk flu hosp rate,cdf,19.75,1
55,2022-11-19,wk flu hosp rate,cdf,20,1
55,2022-11-19,wk flu hosp rate,cdf,20.25,1
55,2022-11-19,wk flu hosp rate,cdf,20.5,1
55,2022-11-19,wk flu hosp rate,cdf,20.75,1
55,2022-11-19,wk flu hosp rate,cdf,21,1
55,2022-11-19,wk flu hosp rate,cdf,21.25,1
55,2022-11-19,wk flu hosp rate,cdf,21.5,1
55,2022-11-19,wk flu hosp rate,cdf,21.75,1
55,2022-11-19,wk flu hosp rate,cdf,22,1
55,2022-11-19,wk flu hosp rate,cdf,22.25,1
55,2022-11-19,wk flu hosp rate,cdf,22.5,1
55,2022-11-19,wk flu hosp rate,cdf,22.75,1
55,2022-11-19,wk flu hosp rate,cdf,23,1
55,2022-11-19,wk flu hosp rate,cdf,23.25,1
55,2022-11-19,wk flu hosp rate,cdf,23.5,1
55,2022-11-19,wk flu hosp rate,cdf,23.75,1
55,2022-11-19,wk flu hosp rate,cdf,24,1
55,2022-11-19,wk flu hosp rate,cdf,24.25,1
55,2022-11-19,wk flu hosp rate,cdf,24.5,1
55,2022-11-19,wk flu hosp rate,cdf,24.75,1
55,2022-11-19,wk flu hosp rate,cdf,25,1
56,2022-11-19,wk flu hosp rate,cdf,0.25,0
56,2022-11-19,wk flu hosp rate,cdf,0.5,0
56,2022-11-19,wk flu hosp rate,cdf,0.75,0
56,2022-11-19,wk flu hosp rate,cdf,1,0
56,2022-11-19,wk flu hosp rate,cdf,1.25,0
56,2022-11-19,wk flu hosp rate,cdf,1.5,0
56,2022-11-19,wk flu hosp rate,cdf,1.75,0
56,2022-11-19,wk flu hosp rate,cdf,2,0
56,2022-11-19,wk flu hosp rate,cdf,2.25,0
56,2022-11-19,wk flu hosp rate,cdf,2.5,0
56,2022-11-19,wk flu hosp rate,cdf,2.75,0
56,2022-11-19,wk flu hosp rate,cdf,3,0
56,2022-11-19,wk flu hosp rate,cdf,3.25,0
56,2022-11-19,wk flu hosp rate,cdf,3.5,0
56,2022-11-19,wk flu hosp rate,cdf,3.75,0
56,2022-11-19,wk flu hosp rate,cdf,4,0
56,2022-11-19,wk flu hosp rate,cdf,4.25,0
56,2022-11-19,wk flu hosp rate,cdf,4.5,0
56,2022-11-19,wk flu hosp rate,cdf,4.75,0
56,2022-11-19,wk flu hosp rate,cdf,5,0
56,2022-11-19,wk flu hosp rate,cdf,5.25,0
56,2022-11-19,wk flu hosp rate,cdf,5.5,0
56,2022-11-19,wk flu hosp rate,cdf,5.75,0
56,2022-11-19,wk flu hosp rate,cdf,6,0
56,2022-11-19,wk flu hosp rate,cdf,6.25,0
56,2022-11-19,wk flu hosp rate,cdf,6.5,0
56,2022-11-19,wk flu hosp rate,cdf,6.75,0
56,2022-11-19,wk flu hosp rate,cdf,7,0
56,2022-11-19,wk flu hosp rate,cdf,7.25,0
56,2022-11-19,wk flu hosp rate,cdf,7.5,0
56,2022-11-19,wk flu hosp rate,cdf,7.75,0
56,2022-11-19,wk flu hosp rate,cdf,8,0
56,2022-11-19,wk flu hosp rate,cdf,8.25,1
56,2022-11-19,wk flu hosp rate,cdf,8.5,1
56,2022-11-19,wk flu hosp rate,cdf,8.75,1
56,2022-11-19,wk flu hosp rate,cdf,9,1
56,2022-11-19,wk flu hosp rate,cdf,9.25,1
56,2022-11-19,wk flu hosp rate,cdf,9.5,1
56,2022-11-19,wk flu hosp rate,cdf,9.75,1
56,2022-11-19,wk flu hosp rate,cdf,10,1
56,2022-11-19,wk flu hosp rate,cdf,10.25,1
56,2022-11-19,wk flu hosp rate,cdf,10.5,1
56,2022-11-19,wk flu hosp rate,cdf,10.75,1
56,2022-11-19,wk flu hosp rate,cdf,11,1
56,2022-11-19,wk flu hosp rate,cdf,11.25,1
56,2022-11-19,wk flu hosp rate,cdf,11.5,1
56,2022-11-19,wk flu hosp rate,cdf,11.75,1
56,2022-11-19,wk flu hosp rate,cdf,12,1
56,2022-11-19,wk flu hosp rate,cdf,12.25,1
56,2022-11-19,wk flu hosp rate,cdf,12.5,1
56,2022-11-19,wk flu hosp rate,cdf,12.75,1
56,2022-11-19,wk flu hosp rate,cdf,13,1
56,2022-11-19,wk flu hosp rate,cdf,13.25,1
56,2022-11-19,wk flu hosp rate,cdf,13.5,1
56,2022-11-19,wk flu hosp rate,cdf,13.75,1
56,2022-11-19,wk flu hosp rate,cdf,14,1
56,2022-11-19,wk flu hosp rate,cdf,14.25,1
56,2022-11-19,wk flu hosp rate,cdf,14.5,1
56,2022-11-19,wk flu hosp rate,cdf,14.75,1
56,2022-11-19,wk flu hosp rate,cdf,15,1
56,2022-11-19,wk flu hosp rate,cdf,15.25,1
56,2022-11-19,wk flu hosp rate,cdf,15.5,1
56,2022-11-19,wk flu hosp rate,cdf,15.75,1
56,2022-11-19,wk flu hosp rate,cdf,16,1
56,2022-11-19,wk flu hosp rate,cdf,16.25,1
56,2022-11-19,wk flu hosp rate,cdf,16.5,1
56,2022-11-19,wk flu hosp rate,cdf,16.75,1
56,2022-11-19,wk flu hosp rate,cdf,17,1
56,2022-11-19,wk flu hosp rate,cdf,17.25,1
56,2022-11-19,wk flu hosp rate,cdf,17.5,1
56,2022-11-19,wk flu hosp rate,cdf,17.75,1
56,2022-11-19,wk flu hosp rate,cdf,18,1
56,2022-11-19,wk flu hosp rate,cdf,18.25,1
56,2022-11-19,wk flu hosp rate,cdf,18.5,1
56,2022-11-19,wk flu hosp rate,cdf,18.75,1
56,2022-11-19,wk flu hosp rate,cdf,19,1
56,2022-11-19,wk flu hosp rate,cdf,19.25,1
56,2022-11-19,wk flu hosp rate,cdf,19.5,1
56,2022-11-19,wk flu hosp rate,cdf,19.75,1
56,2022-11-19,wk flu hosp rate,cdf,20,1
56,2022-11-19,wk flu hosp rate,cdf,20.25,1
56,2022-11-19,wk flu hosp rate,cdf,20.5,1
56,2022-11-19,wk flu hosp rate,cdf,20.75,1
56,2022-11-19,wk flu hosp rate,cdf,21,1
56,2022-11-19,wk flu hosp rate,cdf,21.25,1
56,2022-11-19,wk flu hosp rate,cdf,21.5,1
56,2022-11-19,wk flu hosp rate,cdf,21.75,1
56,2022-11-19,wk flu hosp rate,cdf,22,1
56,2022-11-19,wk flu hosp rate,cdf,22.25,1
56,2022-11-19,wk flu hosp rate,cdf,22.5,1
56,2022-11-19,wk flu hosp rate,cdf,22.75,1
56,2022-11-19,wk flu hosp rate,cdf,23,1
56,2022-11-19,wk flu hosp rate,cdf,23.25,1
56,2022-11-19,wk flu hosp rate,cdf,23.5,1
56,2022-11-19,wk flu hosp rate,cdf,23.75,1
56,2022-11-19,wk flu hosp rate,cdf,24,1
56,2022-11-19,wk flu hosp rate,cdf,24.25,1
56,2022-11-19,wk flu hosp rate,cdf,24.5,1
56,2022-11-19,wk flu hosp rate,cdf,24.75,1
56,2022-11-19,wk flu hosp rate,cdf,25,1
72,2022-11-19,wk flu hosp rate,cdf,0.25,0
72,2022-11-19,wk flu hosp rate,cdf,0.5,0
72,2022-11-19,wk flu hosp rate,cdf,0.75,0
72,2022-11-19,wk flu hosp rate,cdf,1,0
72,2022-11-19,wk flu hosp rate,cdf,1.25,0
72,2022-11-19,wk flu hosp rate,cdf,1.5,0
72,2022-11-19,wk flu hosp rate,cdf,1.75,0
72,2022-11-19,wk flu hosp rate,cdf,2,0
72,2022-11-19,wk flu hosp rate,cdf,2.25,0
72,2022-11-19,wk flu hosp rate,cdf,2.5,0
72,2022-11-19,wk flu hosp rate,cdf,2.75,0
72,2022-11-19,wk flu hosp rate,cdf,3,1
72,2022-11-19,wk flu hosp rate,cdf,3.25,1
72,2022-11-19,wk flu hosp rate,cdf,3.5,1
72,2022-11-19,wk flu hosp rate,cdf,3.75,1
72,2022-11-19,wk flu hosp rate,cdf,4,1
72,2022-11-19,wk flu hosp rate,cdf,4.25,1
72,2022-11-19,wk flu hosp rate,cdf,4.5,1
72,2022-11-19,wk flu hosp rate,cdf,4.75,1
72,2022-11-19,wk flu hosp rate,cdf,5,1
72,2022-11-19,wk flu hosp rate,cdf,5.25,1
72,2022-11-19,wk flu hosp rate,cdf,5.5,1
72,2022-11-19,wk flu hosp rate,cdf,5.75,1
72,2022-11-19,wk flu hosp rate,cdf,6,1
72,2022-11-19,wk flu hosp rate,cdf,6.25,1
72,2022-11-19,wk flu hosp rate,cdf,6.5,1
72,2022-11-19,wk flu hosp rate,cdf,6.75,1
72,2022-11-19,wk flu hosp rate,cdf,7,1
72,2022-11-19,wk flu hosp rate,cdf,7.25,1
72,2022-11-19,wk flu hosp rate,cdf,7.5,1
72,2022-11-19,wk flu hosp rate,cdf,7.75,1
72,2022-11-19,wk flu hosp rate,cdf,8,1
72,2022-11-19,wk flu hosp rate,cdf,8.25,1
72,2022-11-19,wk flu hosp rate,cdf,8.5,1
72,2022-11-19,wk flu hosp rate,cdf,8.75,1
72,2022-11-19,wk flu hosp rate,cdf,9,1
72,2022-11-19,wk flu hosp rate,cdf,9.25,1
72,2022-11-19,wk flu hosp rate,cdf,9.5,1
72,2022-11-19,wk flu hosp rate,cdf,9.75,1
72,2022-11-19,wk flu hosp rate,cdf,10,1
72,2022-11-19,wk flu hosp rate,cdf,10.25,1
72,2022-11-19,wk flu hosp rate,cdf,10.5,1
72,2022-11-19,wk flu hosp rate,cdf,10.75,1
72,2022-11-19,wk flu hosp rate,cdf,11,1
72,2022-11-19,wk flu hosp rate,cdf,11.25,1
72,2022-11-19,wk flu hosp rate,cdf,11.5,1
72,2022-11-19,wk flu hosp rate,cdf,11.75,1
72,2022-11-19,wk flu hosp rate,cdf,12,1
72,2022-11-19,wk flu hosp rate,cdf,12.25,1
72,2022-11-19,wk flu hosp rate,cdf,12.5,1
72,2022-11-19,wk flu hosp rate,cdf,12.75,1
72,2022-11-19,wk flu hosp rate,cdf,13,1
72,2022-11-19,wk flu hosp rate,cdf,13.25,1
72,2022-11-19,wk flu hosp rate,cdf,13.5,1
72,2022-11-19,wk flu hosp rate,cdf,13.75,1
72,2022-11-19,wk flu hosp rate,cdf,14,1
72,2022-11-19,wk flu hosp rate,cdf,14.25,1
72,2022-11-19,wk flu hosp rate,cdf,14.5,1
72,2022-11-19,wk flu hosp rate,cdf,14.75,1
72,2022-11-19,wk flu hosp rate,cdf,15,1
72,2022-11-19,wk flu hosp rate,cdf,15.25,1
72,2022-11-19,wk flu hosp rate,cdf,15.5,1
72,2022-11-19,wk flu hosp rate,cdf,15.75,1
72,2022-11-19,wk flu hosp rate,cdf,16,1
72,2022-11-19,wk flu hosp rate,cdf,16.25,1
72,2022-11-19,wk flu hosp rate,cdf,16.5,1
72,2022-11-19,wk flu hosp rate,cdf,16.75,1
72,2022-11-19,wk flu hosp rate,cdf,17,1
72,2022-11-19,wk flu hosp rate,cdf,17.25,1
72,2022-11-19,wk flu hosp rate,cdf,17.5,1
72,2022-11-19,wk flu hosp rate,cdf,17.75,1
72,2022-11-19,wk flu hosp rate,cdf,18,1
72,2022-11-19,wk flu hosp rate,cdf,18.25,1
72,2022-11-19,wk flu hosp rate,cdf,18.5,1
72,2022-11-19,wk flu hosp rate,cdf,18.75,1
72,2022-11-19,wk flu hosp rate,cdf,19,1
72,2022-11-19,wk flu hosp rate,cdf,19.25,1
72,2022-11-19,wk flu hosp rate,cdf,19.5,1
72,2022-11-19,wk flu hosp rate,cdf,19.75,1
72,2022-11-19,wk flu hosp rate,cdf,20,1
72,2022-11-19,wk flu hosp rate,cdf,20.25,1
72,2022-11-19,wk flu hosp rate,cdf,20.5,1
72,2022-11-19,wk flu hosp rate,cdf,20.75,1
72,2022-11-19,wk flu hosp rate,cdf,21,1
72,2022-11-19,wk flu hosp rate,cdf,21.25,1
72,2022-11-19,wk flu hosp rate,cdf,21.5,1
72,2022-11-19,wk flu hosp rate,cdf,21.75,1
72,2022-11-19,wk flu hosp rate,cdf,22,1
72,2022-11-19,wk flu hosp rate,cdf,22.25,1
72,2022-11-19,wk flu hosp rate,cdf,22.5,1
72,2022-11-19,wk flu hosp rate,cdf,22.75,1
72,2022-11-19,wk flu hosp rate,cdf,23,1
72,2022-11-19,wk flu hosp rate,cdf,23.25,1
72,2022-11-19,wk flu hosp rate,cdf,23.5,1
72,2022-11-19,wk flu hosp rate,cdf,23.75,1
72,2022-11-19,wk flu hosp rate,cdf,24,1
72,2022-11-19,wk flu hosp rate,cdf,24.25,1
72,2022-11-19,wk flu hosp rate,cdf,24.5,1
72,2022-11-19,wk flu hosp rate,cdf,24.75,1
72,2022-11-19,wk flu hosp rate,cdf,25,1
US,2022-11-26,wk flu hosp rate,cdf,0.25,0
US,2022-11-26,wk flu hosp rate,cdf,0.5,0
US,2022-11-26,wk flu hosp rate,cdf,0.75,0
US,2022-11-26,wk flu hosp rate,cdf,1,0
US,2022-11-26,wk flu hosp rate,cdf,1.25,0
US,2022-11-26,wk flu hosp rate,cdf,1.5,0
US,2022-11-26,wk flu hosp rate,cdf,1.75,0
US,2022-11-26,wk flu hosp rate,cdf,2,0
US,2022-11-26,wk flu hosp rate,cdf,2.25,0
US,2022-11-26,wk flu hosp rate,cdf,2.5,0
US,2022-11-26,wk flu hosp rate,cdf,2.75,0
US,2022-11-26,wk flu hosp rate,cdf,3,0
US,2022-11-26,wk flu hosp rate,cdf,3.25,0
US,2022-11-26,wk flu hosp rate,cdf,3.5,0
US,2022-11-26,wk flu hosp rate,cdf,3.75,0
US,2022-11-26,wk flu hosp rate,cdf,4,0
US,2022-11-26,wk flu hosp rate,cdf,4.25,0
US,2022-11-26,wk flu hosp rate,cdf,4.5,0
US,2022-11-26,wk flu hosp rate,cdf,4.75,0
US,2022-11-26,wk flu hosp rate,cdf,5,0
US,2022-11-26,wk flu hosp rate,cdf,5.25,0
US,2022-11-26,wk flu hosp rate,cdf,5.5,0
US,2022-11-26,wk flu hosp rate,cdf,5.75,0
US,2022-11-26,wk flu hosp rate,cdf,6,1
US,2022-11-26,wk flu hosp rate,cdf,6.25,1
US,2022-11-26,wk flu hosp rate,cdf,6.5,1
US,2022-11-26,wk flu hosp rate,cdf,6.75,1
US,2022-11-26,wk flu hosp rate,cdf,7,1
US,2022-11-26,wk flu hosp rate,cdf,7.25,1
US,2022-11-26,wk flu hosp rate,cdf,7.5,1
US,2022-11-26,wk flu hosp rate,cdf,7.75,1
US,2022-11-26,wk flu hosp rate,cdf,8,1
US,2022-11-26,wk flu hosp rate,cdf,8.25,1
US,2022-11-26,wk flu hosp rate,cdf,8.5,1
US,2022-11-26,wk flu hosp rate,cdf,8.75,1
US,2022-11-26,wk flu hosp rate,cdf,9,1
US,2022-11-26,wk flu hosp rate,cdf,9.25,1
US,2022-11-26,wk flu hosp rate,cdf,9.5,1
US,2022-11-26,wk flu hosp rate,cdf,9.75,1
US,2022-11-26,wk flu hosp rate,cdf,10,1
US,2022-11-26,wk flu hosp rate,cdf,10.25,1
US,2022-11-26,wk flu hosp rate,cdf,10.5,1
US,2022-11-26,wk flu hosp rate,cdf,10.75,1
US,2022-11-26,wk flu hosp rate,cdf,11,1
US,2022-11-26,wk flu hosp rate,cdf,11.25,1
US,2022-11-26,wk flu hosp rate,cdf,11.5,1
US,2022-11-26,wk flu hosp rate,cdf,11.75,1
US,2022-11-26,wk flu hosp rate,cdf,12,1
US,2022-11-26,wk flu hosp rate,cdf,12.25,1
US,2022-11-26,wk flu hosp rate,cdf,12.5,1
US,2022-11-26,wk flu hosp rate,cdf,12.75,1
US,2022-11-26,wk flu hosp rate,cdf,13,1
US,2022-11-26,wk flu hosp rate,cdf,13.25,1
US,2022-11-26,wk flu hosp rate,cdf,13.5,1
US,2022-11-26,wk flu hosp rate,cdf,13.75,1
US,2022-11-26,wk flu hosp rate,cdf,14,1
US,2022-11-26,wk flu hosp rate,cdf,14.25,1
US,2022-11-26,wk flu hosp rate,cdf,14.5,1
US,2022-11-26,wk flu hosp rate,cdf,14.75,1
US,2022-11-26,wk flu hosp rate,cdf,15,1
US,2022-11-26,wk flu hosp rate,cdf,15.25,1
US,2022-11-26,wk flu hosp rate,cdf,15.5,1
US,2022-11-26,wk flu hosp rate,cdf,15.75,1
US,2022-11-26,wk flu hosp rate,cdf,16,1
US,2022-11-26,wk flu hosp rate,cdf,16.25,1
US,2022-11-26,wk flu hosp rate,cdf,16.5,1
US,2022-11-26,wk flu hosp rate,cdf,16.75,1
US,2022-11-26,wk flu hosp rate,cdf,17,1
US,2022-11-26,wk flu hosp rate,cdf,17.25,1
US,2022-11-26,wk flu hosp rate,cdf,17.5,1
US,2022-11-26,wk flu hosp rate,cdf,17.75,1
US,2022-11-26,wk flu hosp rate,cdf,18,1
US,2022-11-26,wk flu hosp rate,cdf,18.25,1
US,2022-11-26,wk flu hosp rate,cdf,18.5,1
US,2022-11-26,wk flu hosp rate,cdf,18.75,1
US,2022-11-26,wk flu hosp rate,cdf,19,1
US,2022-11-26,wk flu hosp rate,cdf,19.25,1
US,2022-11-26,wk flu hosp rate,cdf,19.5,1
US,2022-11-26,wk flu hosp rate,cdf,19.75,1
US,2022-11-26,wk flu hosp rate,cdf,20,1
US,2022-11-26,wk flu hosp rate,cdf,20.25,1
US,2022-11-26,wk flu hosp rate,cdf,20.5,1
US,2022-11-26,wk flu hosp rate,cdf,20.75,1
US,2022-11-26,wk flu hosp rate,cdf,21,1
US,2022-11-26,wk flu hosp rate,cdf,21.25,1
US,2022-11-26,wk flu hosp rate,cdf,21.5,1
US,2022-11-26,wk flu hosp rate,cdf,21.75,1
US,2022-11-26,wk flu hosp rate,cdf,22,1
US,2022-11-26,wk flu hosp rate,cdf,22.25,1
US,2022-11-26,wk flu hosp rate,cdf,22.5,1
US,2022-11-26,wk flu hosp rate,cdf,22.75,1
US,2022-11-26,wk flu hosp rate,cdf,23,1
US,2022-11-26,wk flu hosp rate,cdf,23.25,1
US,2022-11-26,wk flu hosp rate,cdf,23.5,1
US,2022-11-26,wk flu hosp rate,cdf,23.75,1
US,2022-11-26,wk flu hosp rate,cdf,24,1
US,2022-11-26,wk flu hosp rate,cdf,24.25,1
US,2022-11-26,wk flu hosp rate,cdf,24.5,1
US,2022-11-26,wk flu hosp rate,cdf,24.75,1
US,2022-11-26,wk flu hosp rate,cdf,25,1
01,2022-11-26,wk flu hosp rate,cdf,0.25,0
01,2022-11-26,wk flu hosp rate,cdf,0.5,0
01,2022-11-26,wk flu hosp rate,cdf,0.75,0
01,2022-11-26,wk flu hosp rate,cdf,1,0
01,2022-11-26,wk flu hosp rate,cdf,1.25,0
01,2022-11-26,wk flu hosp rate,cdf,1.5,0
01,2022-11-26,wk flu hosp rate,cdf,1.75,0
01,2022-11-26,wk flu hosp rate,cdf,2,0
01,2022-11-26,wk flu hosp rate,cdf,2.25,0
01,2022-11-26,wk flu hosp rate,cdf,2.5,0
01,2022-11-26,wk flu hosp rate,cdf,2.75,0
01,2022-11-26,wk flu hosp rate,cdf,3,0
01,2022-11-26,wk flu hosp rate,cdf,3.25,0
01,2022-11-26,wk flu hosp rate,cdf,3.5,0
01,2022-11-26,wk flu hosp rate,cdf,3.75,0
01,2022-11-26,wk flu hosp rate,cdf,4,0
01,2022-11-26,wk flu hosp rate,cdf,4.25,0
01,2022-11-26,wk flu hosp rate,cdf,4.5,0
01,2022-11-26,wk flu hosp rate,cdf,4.75,0
01,2022-11-26,wk flu hosp rate,cdf,5,0
01,2022-11-26,wk flu hosp rate,cdf,5.25,1
01,2022-11-26,wk flu hosp rate,cdf,5.5,1
01,2022-11-26,wk flu hosp rate,cdf,5.75,1
01,2022-11-26,wk flu hosp rate,cdf,6,1
01,2022-11-26,wk flu hosp rate,cdf,6.25,1
01,2022-11-26,wk flu hosp rate,cdf,6.5,1
01,2022-11-26,wk flu hosp rate,cdf,6.75,1
01,2022-11-26,wk flu hosp rate,cdf,7,1
01,2022-11-26,wk flu hosp rate,cdf,7.25,1
01,2022-11-26,wk flu hosp rate,cdf,7.5,1
01,2022-11-26,wk flu hosp rate,cdf,7.75,1
01,2022-11-26,wk flu hosp rate,cdf,8,1
01,2022-11-26,wk flu hosp rate,cdf,8.25,1
01,2022-11-26,wk flu hosp rate,cdf,8.5,1
01,2022-11-26,wk flu hosp rate,cdf,8.75,1
01,2022-11-26,wk flu hosp rate,cdf,9,1
01,2022-11-26,wk flu hosp rate,cdf,9.25,1
01,2022-11-26,wk flu hosp rate,cdf,9.5,1
01,2022-11-26,wk flu hosp rate,cdf,9.75,1
01,2022-11-26,wk flu hosp rate,cdf,10,1
01,2022-11-26,wk flu hosp rate,cdf,10.25,1
01,2022-11-26,wk flu hosp rate,cdf,10.5,1
01,2022-11-26,wk flu hosp rate,cdf,10.75,1
01,2022-11-26,wk flu hosp rate,cdf,11,1
01,2022-11-26,wk flu hosp rate,cdf,11.25,1
01,2022-11-26,wk flu hosp rate,cdf,11.5,1
01,2022-11-26,wk flu hosp rate,cdf,11.75,1
01,2022-11-26,wk flu hosp rate,cdf,12,1
01,2022-11-26,wk flu hosp rate,cdf,12.25,1
01,2022-11-26,wk flu hosp rate,cdf,12.5,1
01,2022-11-26,wk flu hosp rate,cdf,12.75,1
01,2022-11-26,wk flu hosp rate,cdf,13,1
01,2022-11-26,wk flu hosp rate,cdf,13.25,1
